median,Q1,Q3,max,min,length,mean,coverage,evalue,inflation,type
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,62933,0.23552561334319982,30,1e-05,1_2,dsDNA
0.0058823529411764705,0.0001326259946949602,0.125,1.0,0.0001326259946949602,7846,0.18324119413585074,30,1e-05,1_2,no dsDNA
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,64125,0.20917989874092444,30,1e-120,3,all
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,64016,0.2085257374830079,30,1e-120,3,no poly
0.8,0.1111111111111111,1.0,1.0,0.000925925925925926,109,0.593370605959165,30,1e-120,3,poly
0.02564102564102564,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,54659,0.22212462436519076,30,1e-120,3,dsDNA
0.0036900369003690036,0.0001326259946949602,0.1,1.0,0.0001326259946949602,9466,0.13443388586359822,30,1e-120,3,no dsDNA
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,90918,0.21158016018508072,30,1e-60,1_4,all
0.014285714285714285,0.0018315018315018315,0.2727272727272727,1.0,0.0001326259946949602,90840,0.21117073451252252,30,1e-60,1_4,no poly
0.9464114832535885,0.30054945054945054,1.0,1.0,0.000925925925925926,78,0.6884035973029491,30,1e-60,1_4,poly
0.02040816326530612,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,80359,0.22120321256831843,30,1e-60,1_4,dsDNA
0.0027472527472527475,0.0001326259946949602,0.09090909090909091,1.0,0.0001326259946949602,10559,0.13834416563402538,30,1e-60,1_4,no dsDNA
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,64712,0.20891816184756856,30,1e-120,5,all
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,64587,0.20829704705569982,30,1e-120,5,no poly
0.4,0.08333333333333333,1.0,1.0,0.000925925925925926,125,0.5298456903469749,30,1e-120,5,poly
0.02564102564102564,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,55079,0.22208612945268572,30,1e-120,5,dsDNA
0.004305043050430504,0.0001326259946949602,0.1,1.0,0.0001326259946949602,9633,0.13362713229060305,30,1e-120,5,no dsDNA
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,65133,0.20860278279682243,30,1e-120,8,all
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,64994,0.20796217108871853,30,1e-120,8,no poly
0.3,0.058823529411764705,1.0,1.0,0.000925925925925926,139,0.5081417565846228,30,1e-120,8,poly
0.02564102564102564,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,55415,0.22180569819396334,30,1e-120,8,dsDNA
0.005208333333333333,0.0001326259946949602,0.1,1.0,0.0001326259946949602,9718,0.13331573229954294,30,1e-120,8,no dsDNA
0.014285714285714285,0.0018315018315018315,0.2727272727272727,1.0,0.0001326259946949602,101318,0.21107214095246013,30,1e-40,1_4,all
0.014285714285714285,0.0018315018315018315,0.26666666666666666,1.0,0.0001326259946949602,101245,0.21072121819994521,30,1e-40,1_4,no poly
0.9411764705882353,0.33516483516483514,1.0,1.0,0.000925925925925926,73,0.6977731557246378,30,1e-40,1_4,poly
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,90619,0.21869741694926406,30,1e-40,1_4,dsDNA
0.003075030750307503,0.0001326259946949602,0.1,1.0,0.0001326259946949602,10699,0.14648714370464494,30,1e-40,1_4,no dsDNA
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,93635,0.21949057021162263,30,1e-20,1_4,all
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,93568,0.21913191473691232,30,1e-20,1_4,no poly
0.9902912621359223,0.4223580158159598,1.0,1.0,0.0022471910112359553,67,0.72036632331159,30,1e-20,1_4,poly
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,83807,0.22638032158074706,30,1e-20,1_4,dsDNA
0.003952569169960474,0.0001326259946949602,0.1111111111111111,1.0,0.0001326259946949602,9828,0.16073910572320094,30,1e-20,1_4,no dsDNA
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,91300,0.2119268678700051,30,1e-60,1_6,all
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,91217,0.21150173940198383,30,1e-60,1_6,no poly
0.9411764705882353,0.29000000000000004,1.0,1.0,0.000925925925925926,83,0.6791430542253717,30,1e-60,1_6,poly
0.02040816326530612,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,80678,0.22148953992573317,30,1e-60,1_6,dsDNA
0.0027472527472527475,0.0001326259946949602,0.09090909090909091,1.0,0.0001326259946949602,10622,0.1392948535495351,30,1e-60,1_6,no dsDNA
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,73601,0.23438872328578036,30,1e-05,1_4,all
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,73538,0.23398826124609862,30,1e-05,1_4,no poly
0.975609756097561,0.32925233644859814,1.0,1.0,0.0022471910112359553,63,0.7018359847796002,30,1e-05,1_4,poly
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,65447,0.24063500966524418,30,1e-05,1_4,dsDNA
0.0058823529411764705,0.0001326259946949602,0.125,1.0,0.0001326259946949602,8154,0.1842537337497526,30,1e-05,1_4,no dsDNA
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,63455,0.20843263854561578,40,1e-120,1_2,all
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,63359,0.20779156820071149,40,1e-120,1_2,no poly
0.9442724458204335,0.125,1.0,1.0,0.000925925925925926,96,0.6315323883663245,40,1e-120,1_2,poly
0.022922636103151862,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,54073,0.22120517804651554,40,1e-120,1_2,dsDNA
0.003663003663003663,0.0001326259946949602,0.1,1.0,0.0001326259946949602,9382,0.13481832087005044,40,1e-120,1_2,no dsDNA
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,91549,0.2119538329292816,30,1e-60,1_8,all
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,91465,0.21153022222330214,30,1e-60,1_8,no poly
0.9166666666666667,0.295,1.0,1.0,0.000925925925925926,84,0.673210418910352,30,1e-60,1_8,poly
0.02040816326530612,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,80893,0.22152160633743984,30,1e-60,1_8,dsDNA
0.0027472527472527475,0.0001326259946949602,0.09090909090909091,1.0,0.0001326259946949602,10656,0.13932189840355516,30,1e-60,1_8,no dsDNA
0.014285714285714285,0.0018315018315018315,0.2727272727272727,1.0,0.0001326259946949602,101856,0.21160879232527463,30,1e-40,1_6,all
0.014285714285714285,0.0018315018315018315,0.2727272727272727,1.0,0.0001326259946949602,101781,0.21122967703538648,30,1e-40,1_6,no poly
0.9933333333333333,0.3885245901639344,1.0,1.0,0.000925925925925926,75,0.7260985699266339,30,1e-40,1_6,poly
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,91088,0.21912765261185224,30,1e-40,1_6,dsDNA
0.003257328990228013,0.0001326259946949602,0.1,1.0,0.0001326259946949602,10768,0.1480057141507031,30,1e-40,1_6,no dsDNA
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,63660,0.20886941519635713,40,1e-120,1_4,all
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,63559,0.20819253400814727,40,1e-120,1_4,no poly
0.9411764705882353,0.125,1.0,1.0,0.000925925925925926,101,0.6348287363986163,40,1e-120,1_4,poly
0.02564102564102564,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,54245,0.22168459564379717,40,1e-120,1_4,dsDNA
0.003663003663003663,0.0001326259946949602,0.1,1.0,0.0001326259946949602,9415,0.13503410310168004,40,1e-120,1_4,no dsDNA
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,94490,0.22062911508512734,30,1e-20,1_6,all
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,94419,0.22025511336027023,30,1e-20,1_6,no poly
0.975609756097561,0.4192938209331652,1.0,1.0,0.001851851851851852,71,0.7179934652158827,30,1e-20,1_6,poly
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,84570,0.22744541640376426,30,1e-20,1_6,dsDNA
0.004218014256739927,0.0001326259946949602,0.11428571428571428,1.0,0.0001326259946949602,9920,0.16251877208944976,30,1e-20,1_6,no dsDNA
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,75323,0.23683245737613448,30,1e-05,1_6,all
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,75254,0.23640350180802236,30,1e-05,1_6,no poly
0.975609756097561,0.3625,1.0,1.0,0.0022471910112359553,69,0.7046675635023437,30,1e-05,1_6,poly
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,67000,0.2432079531642736,30,1e-05,1_6,dsDNA
0.0058823529411764705,0.0001326259946949602,0.13611660079051383,1.0,0.0001326259946949602,8323,0.1855098311830163,30,1e-05,1_6,no dsDNA
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,63836,0.20887602049721915,40,1e-120,1_6,all
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,63731,0.20819990994076906,40,1e-120,1_6,no poly
0.875,0.125,1.0,1.0,0.000925925925925926,105,0.6192493716698108,40,1e-120,1_6,poly
0.02564102564102564,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,54389,0.2216121496799952,40,1e-120,1_6,dsDNA
0.0036900369003690036,0.0001326259946949602,0.1,1.0,0.0001326259946949602,9447,0.1355505912475093,40,1e-120,1_6,no dsDNA
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,91737,0.21200677631334125,30,1e-60,2,all
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,91652,0.21158152369421684,30,1e-60,2,no poly
0.9,0.3,1.0,1.0,0.000925925925925926,85,0.6705391651132167,30,1e-60,2,poly
0.02040816326530612,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,81061,0.2215645203380608,30,1e-60,2,dsDNA
0.0027472527472527475,0.0001326259946949602,0.09090909090909091,1.0,0.0001326259946949602,10676,0.13943649827027335,30,1e-60,2,no dsDNA
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,63970,0.2088760512674518,40,1e-120,1_8,all
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,63861,0.2082096068876265,40,1e-120,1_8,no poly
0.8,0.1111111111111111,1.0,1.0,0.000925925925925926,109,0.5993329736529676,40,1e-120,1_8,poly
0.02564102564102564,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,54496,0.22161431427392406,40,1e-120,1_8,dsDNA
0.003703703703703704,0.0001326259946949602,0.1,1.0,0.0001326259946949602,9474,0.13560347571322798,40,1e-120,1_8,no dsDNA
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,102229,0.21201276826266807,30,1e-40,1_8,all
0.014285714285714285,0.0018315018315018315,0.2838827838827839,1.0,0.0001326259946949602,102151,0.21162943087756272,30,1e-40,1_8,no poly
0.9829505091167416,0.375,1.0,1.0,0.000925925925925926,78,0.7140422198766533,30,1e-40,1_8,poly
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,91412,0.2194887532023347,30,1e-40,1_8,dsDNA
0.0034989503149055285,0.0001326259946949602,0.1,1.0,0.0001326259946949602,10817,0.14883492456249195,30,1e-40,1_8,no dsDNA
0.02040816326530612,0.0018315018315018315,0.25,1.0,0.0001326259946949602,70840,0.21012064242044667,30,1e-100,1_2,all
0.02040816326530612,0.0018315018315018315,0.25,1.0,0.0001326259946949602,70749,0.20955503542862766,30,1e-100,1_2,no poly
0.9473684210526315,0.15476190476190477,1.0,1.0,0.000925925925925926,91,0.6498583244446537,30,1e-100,1_2,poly
0.022222222222222223,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,61244,0.22172096453585935,30,1e-100,1_2,dsDNA
0.0027472527472527475,0.0001326259946949602,0.1,1.0,0.0001326259946949602,9596,0.13608457242916552,30,1e-100,1_2,no dsDNA
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,95224,0.22151930806758569,30,1e-20,1_8,all
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,95149,0.2211274387386178,30,1e-20,1_8,no poly
0.9933333333333333,0.367827868852459,1.0,1.0,0.001851851851851852,75,0.7186656384937941,30,1e-20,1_8,poly
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,85221,0.22843248944855893,30,1e-20,1_8,dsDNA
0.004422332780541736,0.0001326259946949602,0.11428571428571428,1.0,0.0001326259946949602,10003,0.16262215416696366,30,1e-20,1_8,no dsDNA
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,64068,0.20887134018474937,40,1e-120,2,all
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,63957,0.20820099102338144,40,1e-120,2,no poly
0.8,0.1111111111111111,1.0,1.0,0.000925925925925926,111,0.5951192799470216,40,1e-120,2,poly
0.02564102564102564,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,54575,0.2216221066617746,40,1e-120,2,dsDNA
0.003703703703703704,0.0001326259946949602,0.1,1.0,0.0001326259946949602,9493,0.13556752890447432,40,1e-120,2,no dsDNA
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,92419,0.2123226796797727,30,1e-60,3,all
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,92326,0.21188585674086963,30,1e-60,3,no poly
0.875,0.2445054945054945,1.0,1.0,0.000925925925925926,93,0.6459798265310057,30,1e-60,3,poly
0.02040816326530612,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,81635,0.22193079660413093,30,1e-60,3,dsDNA
0.0027472527472527475,0.0001326259946949602,0.1,1.0,0.0001326259946949602,10784,0.13958912764713352,30,1e-60,3,no dsDNA
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,76601,0.23863012312383985,30,1e-05,1_8,all
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,76525,0.2381696524763151,30,1e-05,1_8,no poly
0.9918122977346278,0.2794444444444445,1.0,1.0,0.0022471910112359553,76,0.7022816534111126,30,1e-05,1_8,poly
0.014326647564469915,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,68158,0.24508307867602527,30,1e-05,1_8,dsDNA
0.0058823529411764705,0.0001326259946949602,0.14285714285714285,1.0,0.0001326259946949602,8443,0.18653720064061646,30,1e-05,1_8,no dsDNA
0.02040816326530612,0.0018315018315018315,0.25,1.0,0.0001326259946949602,71126,0.210487292127598,30,1e-100,1_4,all
0.02040816326530612,0.0018315018315018315,0.25,1.0,0.0001326259946949602,71033,0.20992085646678393,30,1e-100,1_4,no poly
0.9411764705882353,0.16666666666666666,1.0,1.0,0.000925925925925926,93,0.6431284135750068,30,1e-100,1_4,poly
0.022222222222222223,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,61481,0.22209426497000548,30,1e-100,1_4,dsDNA
0.0027472527472527475,0.0001326259946949602,0.1,1.0,0.0001326259946949602,9645,0.13649991034179673,30,1e-100,1_4,no dsDNA
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,64362,0.208955562372103,40,1e-120,3,all
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,64247,0.2082733761002236,40,1e-120,3,no poly
0.8,0.1111111111111111,1.0,1.0,0.000925925925925926,115,0.5900722702802498,40,1e-120,3,poly
0.02564102564102564,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,54814,0.22173620679206235,40,1e-120,3,dsDNA
0.003952569169960474,0.0001326259946949602,0.1,1.0,0.0001326259946949602,9548,0.13558331234742244,40,1e-120,3,no dsDNA
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,102507,0.2122359370006142,30,1e-40,2,all
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,102428,0.21184611532951522,30,1e-40,2,no poly
0.9902912621359223,0.375,1.0,1.0,0.000925925925925926,79,0.717661938612392,30,1e-40,2,poly
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,91661,0.21972210874521853,30,1e-40,2,dsDNA
0.003663003663003663,0.0001326259946949602,0.1,1.0,0.0001326259946949602,10846,0.1489692960009671,30,1e-40,2,no dsDNA
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,93476,0.21240517976785028,30,1e-60,5,all
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,93369,0.2119630263310746,30,1e-60,5,no poly
0.75,0.125,1.0,1.0,0.000925925925925926,107,0.5982315745184043,30,1e-60,5,poly
0.021739130434782608,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,82505,0.22202049388953318,30,1e-60,5,dsDNA
0.0027472527472527475,0.0001326259946949602,0.1,1.0,0.0001326259946949602,10971,0.14009531816822848,30,1e-60,5,no dsDNA
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,64898,0.2087282452122098,40,1e-120,5,all
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,64767,0.2080687119986727,40,1e-120,5,no poly
0.5625,0.09623015873015872,1.0,1.0,0.000925925925925926,131,0.534804486747787,40,1e-120,5,poly
0.02564102564102564,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,55224,0.2217026306008387,40,1e-120,5,dsDNA
0.00532963742979848,0.0001326259946949602,0.1,1.0,0.0001326259946949602,9674,0.13466400511487248,40,1e-120,5,no dsDNA
0.02040816326530612,0.0018315018315018315,0.25,1.0,0.0001326259946949602,71352,0.2106126752038294,30,1e-100,1_6,all
0.02040816326530612,0.0018315018315018315,0.25,1.0,0.0001326259946949602,71256,0.21005634797408498,30,1e-100,1_6,no poly
0.9041666666666667,0.125,1.0,1.0,0.000925925925925926,96,0.6235465614816059,30,1e-100,1_6,poly
0.022222222222222223,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,61673,0.22222552126526812,30,1e-100,1_6,dsDNA
0.0027472527472527475,0.0001326259946949602,0.1,1.0,0.0001326259946949602,9679,0.13661752537976585,30,1e-100,1_6,no dsDNA
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,95798,0.2221746952959617,30,1e-20,2,all
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,95721,0.2217657691081888,30,1e-20,2,no poly
0.9933333333333333,0.4461538461538462,1.0,1.0,0.001851851851851852,77,0.7305230539948342,30,1e-20,2,poly
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,85757,0.22907102291301507,30,1e-20,2,dsDNA
0.004629629629629629,0.0001326259946949602,0.11500615006150061,1.0,0.0001326259946949602,10041,0.16327534588299097,30,1e-20,2,no dsDNA
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,77573,0.23997863776761308,30,1e-05,2,all
0.014285714285714285,0.0018315018315018315,0.3333333333333333,1.0,0.0001326259946949602,77496,0.23952056626048912,30,1e-05,2,no poly
0.9473684210526315,0.28,1.0,1.0,0.0022471910112359553,77,0.7010008392751262,30,1e-05,2,poly
0.01783517835178352,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,69046,0.24650908902246954,30,1e-05,2,dsDNA
0.0058823529411764705,0.0001326259946949602,0.1500819000819001,1.0,0.0001326259946949602,8527,0.18709936752686968,30,1e-05,2,no dsDNA
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,65314,0.20841889272905753,40,1e-120,8,all
0.022222222222222223,0.0018315018315018315,0.25,1.0,0.0001326259946949602,65171,0.207740326458659,40,1e-120,8,no poly
0.4,0.07107843137254902,1.0,1.0,0.000925925925925926,143,0.5176695389398397,40,1e-120,8,poly
0.02564102564102564,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,55559,0.22141741550486999,40,1e-120,8,dsDNA
0.005494505494505495,0.0001326259946949602,0.1,1.0,0.0001326259946949602,9755,0.13438660908975839,40,1e-120,8,no dsDNA
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,94479,0.21225918120804813,30,1e-60,8,all
0.014285714285714285,0.0018315018315018315,0.2857142857142857,1.0,0.0001326259946949602,94360,0.21183896801939242,30,1e-60,8,no poly
0.5294117647058824,0.10526315789473684,1.0,1.0,0.000925925925925926,119,0.5454635213891692,30,1e-60,8,poly
0.022222222222222223,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,83358,0.22188057003882017,30,1e-60,8,dsDNA
0.002777777777777778,0.0001326259946949602,0.1,1.0,0.0001326259946949602,11121,0.14014159015009536,30,1e-60,8,no dsDNA
0.02040816326530612,0.0018315018315018315,0.25,1.0,0.0001326259946949602,71491,0.21060537423509415,30,1e-100,1_8,all
0.02040816326530612,0.0018315018315018315,0.25,1.0,0.0001326259946949602,71394,0.21005223450468025,30,1e-100,1_8,no poly
0.875,0.125,1.0,1.0,0.000925925925925926,97,0.6177276207626295,30,1e-100,1_8,poly
0.022222222222222223,0.0018315018315018315,0.3333333333333333,1.0,0.000361271676300578,61792,0.22216732219979377,30,1e-100,1_8,dsDNA
0.0027472527472527475,0.0001326259946949602,0.1,1.0,0.0001326259946949602,9699,0.13694459594509334,30,1e-100,1_8,no dsDNA
