nb_cluster	nb_cluster_with_poly	nb_clustered_taxid_with_poly	nb_expected_taxid	complement_clustered_taxid_with_poly	complement_expected_taxid	expected_and_clustered_intersection	Evalue	coverage	inflation	precision	sensitivity	F1_score
63571	99	1024	1217	260	267	764	1e-120	0	1_8	0.5917893106119287	0.7410281280310378	0.6580534022394487
85929	85	1407	1217	556	180	851	1e-70	20	1_6	0.5362318840579711	0.8254122211445198	0.650114591291062
63664	101	1022	1217	258	267	764	1e-120	0	2	0.5927075252133437	0.7410281280310378	0.6586206896551724
100009	63	2184	1217	1249	96	935	1e-30	10	1_4	0.4100877192982456	0.906886517943744	0.5647840531561461
87572	81	2003	1217	1097	125	906	1e-10	0	5	0.4257518796992481	0.8787584869059166	0.5735992402659069
97618	86	1405	1217	555	181	850	1e-50	10	3	0.5359394703656999	0.8244422890397672	0.649598777225831
63990	104	1013	1217	256	274	757	1e-120	0	3	0.5881895881895882	0.7342386032977691	0.6531492666091457
64583	117	979	1217	254	306	725	1e-120	0	5	0.5642023346303502	0.7032007759456838	0.6260794473229706
86142	88	1335	1217	488	184	847	1e-70	20	1_8	0.5576036866359447	0.8215324927255092	0.6643137254901961
98903	97	1347	1217	510	194	837	1e-50	10	5	0.5431537962362103	0.8118331716779825	0.6508553654743391
65001	133	973	1217	253	311	720	1e-120	0	8	0.5607476635514018	0.6983511154219205	0.6220302375809935
86284	88	1251	1217	467	247	784	1e-70	20	2	0.5233644859813084	0.7604267701260912	0.6200079082641359
100721	67	2120	1217	1196	107	924	1e-30	10	1_6	0.4149079479119892	0.8962172647914646	0.567219152854512
89465	86	1935	1217	1042	138	893	1e-10	0	8	0.43077665219488664	0.8661493695441319	0.5753865979381443
63061	90	1099	1217	324	256	775	1e-120	10	1_2	0.5719557195571956	0.7516973811833172	0.6496227996647108
100016	108	1260	1217	497	268	763	1e-50	10	8	0.4993455497382199	0.7400581959262852	0.5963266901133255
86889	94	1224	1217	452	259	772	1e-70	20	3	0.5205664194200944	0.7487875848690592	0.6141607000795546
63265	93	1081	1217	311	261	770	1e-120	10	1_4	0.5737704918032787	0.7468477206595538	0.6489675516224188
87835	113	1185	1217	424	270	761	1e-70	20	5	0.5230240549828179	0.7381183317167799	0.6122284794851167
101181	71	2042	1217	1125	114	917	1e-30	10	1_8	0.4253246753246753	0.8894277400581959	0.5754628176968937
63437	94	1034	1217	270	267	764	1e-120	10	1_6	0.5872405841660261	0.7410281280310378	0.6552315608919381
63573	99	1024	1217	260	267	764	1e-120	10	1_8	0.5917893106119287	0.7410281280310378	0.6580534022394487
88725	117	1158	1217	407	280	751	1e-70	20	8	0.5222531293463143	0.7284190106692532	0.608343458890239
63666	101	1022	1217	258	267	764	1e-120	10	2	0.5927075252133437	0.7410281280310378	0.6586206896551724
95239	65	2077	1217	1157	111	920	1e-50	20	1_2	0.42047531992687387	0.8923375363724539	0.5716060888474682
101591	72	2032	1217	1117	116	915	1e-30	10	2	0.4259776536312849	0.8874878758486906	0.5756527209814407
63992	104	1013	1217	256	274	757	1e-120	10	3	0.5881895881895882	0.7342386032977691	0.6531492666091457
64585	117	979	1217	254	306	725	1e-120	10	5	0.5642023346303502	0.7032007759456838	0.6260794473229706
80762	79	1401	1217	542	172	859	1e-80	0	1_2	0.5460902733630006	0.8331716779825412	0.6597542242703532
65001	132	974	1217	253	310	721	1e-120	10	8	0.5615264797507789	0.6993210475266731	0.6228941684665227
103021	76	1957	1217	1052	126	905	1e-30	10	3	0.4344695151224196	0.8777885548011639	0.5812459858702633
95995	73	1608	1217	740	163	868	1e-50	20	1_4	0.4901185770750988	0.8419010669253152	0.6195574589578873
81163	83	1221	1217	438	248	783	1e-80	0	1_4	0.5330156569094622	0.7594568380213385	0.6264
63085	90	1099	1217	324	256	775	1e-120	20	1_2	0.5719557195571956	0.7516973811833172	0.6496227996647108
81445	88	1211	1217	428	248	783	1e-80	0	1_6	0.5366689513365319	0.7594568380213385	0.6289156626506024
63290	93	1081	1217	311	261	770	1e-120	20	1_4	0.5737704918032787	0.7468477206595538	0.6489675516224188
104809	84	1546	1217	659	144	887	1e-30	10	5	0.5248520710059171	0.8603297769156159	0.6519661889011392
96445	78	1528	1217	671	174	857	1e-50	20	1_6	0.5035252643948296	0.8312318137730359	0.6271496523966337
63462	94	1034	1217	270	267	764	1e-120	20	1_6	0.5872405841660261	0.7410281280310378	0.6552315608919381
81635	89	1211	1217	427	247	784	1e-80	0	1_8	0.5377229080932785	0.7604267701260912	0.6299718762555244
77045	50	2934	1217	1981	78	953	1e-10	10	1_2	0.31640106241699867	0.9243452958292919	0.4714321048726194
63600	101	1024	1217	260	267	764	1e-120	20	1_8	0.5917893106119287	0.7410281280310378	0.6580534022394487
81804	90	1163	1217	379	247	784	1e-80	0	2	0.5560283687943263	0.7604267701260912	0.6423596886521918
96713	78	1443	1217	591	179	852	1e-50	20	1_8	0.5252774352651048	0.8263821532492726	0.6422917451941199
106327	91	1461	1217	610	180	851	1e-30	10	8	0.5185862279098111	0.8254122211445198	0.6369760479041916
63693	103	1022	1217	258	267	764	1e-120	20	2	0.5927075252133437	0.7410281280310378	0.6586206896551724
64021	108	1014	1217	256	273	758	1e-120	20	3	0.5889665889665889	0.7352085354025218	0.6540120793787747
82348	94	1138	1217	364	257	774	1e-80	0	3	0.5548387096774193	0.7507274490785645	0.6380873866446826
64611	120	979	1217	254	306	725	1e-120	20	5	0.5642023346303502	0.7032007759456838	0.6260794473229706
96947	81	1449	1217	594	176	855	1e-50	20	2	0.5261538461538462	0.8292919495635306	0.6438253012048193
83181	109	1087	1217	327	271	760	1e-80	0	5	0.5596465390279823	0.7371483996120272	0.6362494767685224
65029	133	973	1217	251	309	722	1e-120	20	8	0.5631825273010921	0.7002909796314258	0.6242974492001729
83977	116	1056	1217	324	299	732	1e-80	0	8	0.5402214022140222	0.7099903006789525	0.6135792120704108
97787	91	1403	1217	557	185	846	1e-50	20	3	0.5327455919395466	0.8205625606207565	0.6460481099656357
79231	58	2705	1217	1762	88	943	1e-10	10	1_4	0.3376297887576083	0.9146459747817652	0.49320083682008364
99122	58	2489	1217	1546	88	943	1e-30	20	1_2	0.36592937524253005	0.9146459747817652	0.5227272727272727
99065	101	1344	1217	509	196	835	1e-50	20	5	0.5422077922077922	0.8098933074684772	0.6495527032283159
80764	79	1401	1217	542	172	859	1e-80	10	1_2	0.5460902733630006	0.8331716779825412	0.6597542242703532
81166	83	1221	1217	438	248	783	1e-80	10	1_4	0.5330156569094622	0.7594568380213385	0.6264
100193	112	1254	1217	493	270	761	1e-50	20	8	0.49934383202099736	0.7381183317167799	0.5956947162426615
100318	63	2166	1217	1238	103	928	1e-30	20	1_4	0.40899074482150727	0.9000969932104753	0.5624242424242425
81448	88	1211	1217	428	248	783	1e-80	10	1_6	0.5366689513365319	0.7594568380213385	0.6289156626506024
80537	63	2617	1217	1682	96	935	1e-10	10	1_6	0.34463693328418726	0.906886517943744	0.499465811965812
81638	89	1211	1217	427	247	784	1e-80	10	1_8	0.5377229080932785	0.7604267701260912	0.6299718762555244
101031	70	2109	1217	1185	107	924	1e-30	20	1_6	0.41696750902527074	0.8962172647914646	0.5691407453033569
89915	69	1606	1217	737	162	869	1e-60	0	1_2	0.4915158371040724	0.8428709990300679	0.6209360485887817
81807	90	1163	1217	379	247	784	1e-80	10	2	0.5560283687943263	0.7604267701260912	0.6423596886521918
82350	93	1138	1217	364	257	774	1e-80	10	3	0.5548387096774193	0.7507274490785645	0.6380873866446826
90489	74	1527	1217	660	164	867	1e-60	0	1_4	0.5127143701951508	0.8409311348205626	0.6370315944158705
101481	74	2032	1217	1122	121	910	1e-30	20	1_8	0.42266604737575475	0.8826382153249273	0.571608040201005
83184	109	1087	1217	327	271	760	1e-80	10	5	0.5596465390279823	0.7371483996120272	0.6362494767685224
81566	67	2580	1217	1646	97	934	1e-10	10	1_8	0.34889802017183413	0.9059165858389913	0.5037756202804746
83979	115	1056	1217	324	299	732	1e-80	10	8	0.5402214022140222	0.7099903006789525	0.6135792120704108
90861	80	1446	1217	582	167	864	1e-60	0	1_6	0.5356478611283323	0.8380213385063046	0.653555219364599
101891	75	2024	1217	1116	123	908	1e-30	20	2	0.4229156963204471	0.8806983511154219	0.5714285714285714
91108	80	1445	1217	583	169	862	1e-60	0	1_8	0.5340768277571252	0.8360814742967992	0.6517958412098298
80826	80	1398	1217	541	174	857	1e-80	20	1_2	0.5451653944020356	0.8312318137730359	0.6584709950057626
82399	69	2579	1217	1646	98	933	1e-10	10	2	0.3485244676877101	0.9049466537342385	0.5032362459546925
103325	80	1873	1217	978	136	895	1e-30	20	3	0.44549527127924343	0.8680892337536372	0.5888157894736842
81229	85	1224	1217	437	244	787	1e-80	20	1_4	0.5361035422343324	0.7633365664403492	0.6298519407763106
91293	80	1415	1217	554	170	861	1e-60	0	2	0.543217665615142	0.8351115421920465	0.658256880733945
81510	90	1209	1217	427	249	782	1e-80	20	1_6	0.5363511659807956	0.7584869059165859	0.6283648051426276
105107	87	1540	1217	657	148	883	1e-30	20	5	0.5231042654028436	0.8564500484966052	0.6495034939315925
91996	87	1379	1217	530	182	849	1e-60	0	3	0.5438821268417681	0.8234723569350145	0.6550925925925926
85094	72	2087	1217	1160	104	927	1e-10	10	3	0.42309447740757644	0.8991270611057226	0.5754189944134077
81702	91	1208	1217	426	249	782	1e-80	20	1_8	0.5367192862045299	0.7584869059165859	0.6286173633440515
93060	101	1237	1217	471	265	766	1e-60	0	5	0.5099866844207723	0.7429679922405431	0.6048164232135808
106638	95	1484	1217	613	160	871	1e-30	20	8	0.5298053527980535	0.8448108632395732	0.651214953271028
81871	91	1160	1217	378	249	782	1e-80	20	2	0.5550035486160397	0.7584869059165859	0.6409836065573771
94068	112	1221	1217	460	270	761	1e-60	0	8	0.5103957075788061	0.7381183317167799	0.6034892942109437
82424	98	1135	1217	363	259	772	1e-80	20	3	0.5538020086083214	0.7487875848690592	0.636701030927835
87730	82	1995	1217	1089	125	906	1e-10	10	5	0.42735849056603775	0.8787584869059166	0.5750555379244684
83255	114	1084	1217	326	273	758	1e-80	20	5	0.5585851142225498	0.7352085354025218	0.6348408710217756
84046	117	1054	1217	323	300	731	1e-80	20	8	0.5398818316100443	0.7090203685741998	0.6129979035639413
99675	60	2230	1217	1295	96	935	1e-40	0	1_2	0.40197764402407565	0.906886517943744	0.5570449806374739
89921	69	1606	1217	737	162	869	1e-60	10	1_2	0.4915158371040724	0.8428709990300679	0.6209360485887817
89630	88	1927	1217	1034	138	893	1e-10	10	8	0.4324455205811138	0.8661493695441319	0.5768733850129198
90496	74	1527	1217	660	164	867	1e-60	10	1_4	0.5127143701951508	0.8409311348205626	0.6370315944158705
100569	67	2078	1217	1159	112	919	1e-40	0	1_4	0.41963470319634705	0.8913676042677012	0.5706302390561938
90866	79	1446	1217	582	167	864	1e-60	10	1_6	0.5356478611283323	0.8380213385063046	0.653555219364599
101117	71	1803	1217	889	117	914	1e-40	0	1_6	0.47604166666666664	0.8865179437439379	0.6194510335479498
91115	80	1445	1217	583	169	862	1e-60	10	1_8	0.5340768277571252	0.8360814742967992	0.6517958412098298
101499	74	1732	1217	820	119	912	1e-40	0	1_8	0.49270664505672607	0.8845780795344326	0.6328938237335184
91300	80	1415	1217	554	170	861	1e-60	10	2	0.543217665615142	0.8351115421920465	0.658256880733945
77791	52	2836	1217	1893	88	943	1e-10	20	1_2	0.3225034199726402	0.9146459747817652	0.4768647281921618
92001	86	1379	1217	530	182	849	1e-60	10	3	0.5438821268417681	0.8234723569350145	0.6550925925925926
101776	75	1730	1217	820	121	910	1e-40	0	2	0.4916261480280929	0.8826382153249273	0.6315058986814711
93066	101	1237	1217	471	265	766	1e-60	10	5	0.5099866844207723	0.7429679922405431	0.6048164232135808
102821	80	1564	1217	692	159	872	1e-40	0	3	0.506094022054556	0.8457807953443259	0.6332607116920842
94072	111	1221	1217	460	270	761	1e-60	10	8	0.5103957075788061	0.7381183317167799	0.6034892942109437
104345	89	1463	1217	602	170	861	1e-40	0	5	0.5272504592774035	0.8351115421920465	0.6463963963963965
79931	59	2669	1217	1733	95	936	1e-10	20	1_4	0.3386396526772793	0.9078564500484966	0.4932806324110672
105688	99	1320	1217	510	221	810	1e-40	0	8	0.5256327060350422	0.7856450048496605	0.6298600311041991
90046	70	1605	1217	736	162	869	1e-60	20	1_2	0.4917940011318619	0.8428709990300679	0.6211579699785561
90618	75	1529	1217	662	164	867	1e-60	20	1_4	0.5121086828115771	0.8409311348205626	0.6365638766519824
81227	64	2577	1217	1643	97	934	1e-10	20	1_6	0.3492894540014959	0.9059165858389913	0.5041835357624831
90991	81	1442	1217	584	173	858	1e-60	20	1_6	0.5312693498452012	0.8322017458777885	0.6485260770975056
99707	60	2230	1217	1295	96	935	1e-40	10	1_2	0.40197764402407565	0.906886517943744	0.5570449806374739
91237	82	1439	1217	580	172	859	1e-60	20	1_8	0.5332091868404718	0.8331716779825412	0.6502649507948524
82225	69	2564	1217	1630	97	934	1e-10	20	1_8	0.3509958662157084	0.9059165858389913	0.5059588299024919
100601	67	2078	1217	1159	112	919	1e-40	10	1_4	0.41963470319634705	0.8913676042677012	0.5706302390561938
91424	82	1441	1217	586	176	855	1e-60	20	2	0.5287569573283859	0.8292919495635306	0.6457703927492447
92126	92	1306	1217	507	232	799	1e-60	20	3	0.5195058517555267	0.7749757516973812	0.6220319190346438
101146	71	1803	1217	889	117	914	1e-40	10	1_6	0.47604166666666664	0.8865179437439379	0.6194510335479498
83063	71	2452	1217	1520	99	932	1e-10	20	2	0.3653469227753822	0.903976721629486	0.5203796761585706
93196	105	1217	1217	454	268	763	1e-60	20	5	0.5138047138047138	0.7400581959262852	0.6065182829888712
101528	74	1732	1217	820	119	912	1e-40	10	1_8	0.49270664505672607	0.8845780795344326	0.6328938237335184
94195	114	1219	1217	459	271	760	1e-60	20	8	0.5100671140939598	0.7371483996120272	0.6029353431178104
85745	78	2061	1217	1136	106	925	1e-10	20	3	0.42685740655283805	0.8971871968962173	0.5784865540963102
101805	75	1730	1217	820	121	910	1e-40	10	2	0.4916261480280929	0.8826382153249273	0.6315058986814711
102848	80	1564	1217	692	159	872	1e-40	10	3	0.506094022054556	0.8457807953443259	0.6332607116920842
88373	84	1882	1217	985	134	897	1e-10	20	5	0.44494047619047616	0.8700290979631425	0.5887758450935345
104369	89	1463	1217	602	170	861	1e-40	10	5	0.5272504592774035	0.8351115421920465	0.6463963963963965
90281	89	1781	1217	897	147	884	1e-10	20	8	0.45850622406639	0.8574199806013579	0.597499155119973
105705	98	1320	1217	510	221	810	1e-40	10	8	0.5256327060350422	0.7856450048496605	0.6298600311041991
99948	61	2172	1217	1237	96	935	1e-40	20	1_2	0.4122574955908289	0.906886517943744	0.5668384358896635
100843	68	2074	1217	1155	112	919	1e-40	20	1_4	0.4204025617566331	0.8913676042677012	0.5713397575380789
90809	54	2767	1217	1814	78	953	1e-20	0	1_2	0.33497363796133567	0.9243452958292919	0.49174406604747156
101386	75	1666	1217	782	147	884	1e-40	20	1_6	0.4875896304467733	0.8574199806013579	0.6216596343178621
101756	75	1603	1217	721	149	882	1e-40	20	1_8	0.5034246575342466	0.8554801163918526	0.6338483650736616
92259	59	2585	1217	1643	89	942	1e-20	0	1_4	0.35228122662677636	0.9136760426770126	0.5085020242914979
102029	77	1602	1217	721	150	881	1e-40	20	2	0.5028538812785388	0.8545101842870999	0.6331297161336688
103083	85	1437	1217	594	188	843	1e-40	20	3	0.5187692307692308	0.8176527643064986	0.6347891566265059
93109	65	2521	1217	1586	96	935	1e-20	0	1_6	0.3572793274742071	0.906886517943744	0.512609649122807
104591	94	1456	1217	598	173	858	1e-40	20	5	0.5267034990791897	0.8322017458777885	0.6451127819548872
93860	67	2277	1217	1347	101	930	1e-20	0	1_8	0.39108494533221194	0.9020368574199806	0.545614549721326
105937	103	1296	1217	490	225	806	1e-40	20	8	0.5299145299145299	0.7817652764306499	0.6316614420062696
94454	69	2253	1217	1323	101	930	1e-20	0	2	0.39507221750212407	0.9020368574199806	0.5494830132939438
96472	76	2015	1217	1094	110	921	1e-20	0	3	0.43341176470588233	0.8933074684772065	0.5836501901140684
98608	82	1931	1217	1029	129	902	1e-20	0	5	0.43786407766990293	0.8748787584869059	0.5836298932384342
100373	89	1772	1217	891	150	881	1e-20	0	8	0.4583766909469303	0.8545101842870999	0.5966813410091433
90904	54	2743	1217	1800	88	943	1e-20	10	1_2	0.3330978452843518	0.9146459747817652	0.48834800621439667
92349	59	2583	1217	1641	89	942	1e-20	10	1_4	0.35254491017964074	0.9136760426770126	0.5087766675668378
93198	65	2518	1217	1584	97	934	1e-20	10	1_6	0.35717017208413004	0.9059165858389913	0.5123422929237521
93948	67	2278	1217	1348	101	930	1e-20	10	1_8	0.39092055485498106	0.9020368574199806	0.5454545454545454
94539	69	2254	1217	1324	101	930	1e-20	10	2	0.39490445859872614	0.9020368574199806	0.5493207324276432
96553	75	2014	1217	1093	110	921	1e-20	10	3	0.4336158192090395	0.8933074684772065	0.5838351822503962
98689	82	1929	1217	1027	129	902	1e-20	10	5	0.4382896015549077	0.8748787584869059	0.5840077695046941
100451	90	1771	1217	891	151	880	1e-20	10	8	0.4578563995837669	0.8535402521823472	0.5960040636640703
91340	54	2652	1217	1709	88	943	1e-20	20	1_2	0.3441605839416058	0.9146459747817652	0.500132590824715
92776	62	2588	1217	1652	95	936	1e-20	20	1_4	0.3488632128214685	0.9078564500484966	0.5040387722132471
93627	66	2492	1217	1559	98	933	1e-20	20	1_6	0.36023166023166026	0.9049466537342385	0.5153272576636289
94368	69	2251	1217	1321	101	930	1e-20	20	1_8	0.39540816326530615	0.9020368574199806	0.5498078628436299
94948	72	2230	1217	1300	101	930	1e-20	20	2	0.398970398970399	0.9020368574199806	0.5532421177870316
96948	79	1996	1217	1087	122	909	1e-20	20	3	0.42917847025495753	0.8816682832201745	0.5773261352810416
99096	84	1821	1217	928	138	893	1e-20	20	5	0.4558448187850944	0.8661493695441319	0.5973244147157191
100861	91	1734	1217	859	156	875	1e-20	20	8	0.46296296296296297	0.8486905916585838	0.5991098938719616
