cluster_id	nb_of_protein	number_of_genome	number_of_genome_in_valid_branches	unclassified_genome	nb_polyprotein	number_leaves_in_subtree	homogeneity	shared_taxonomy	valid_branches	inflation	coverage	evalue	unclassified_cluster	first_node
0	576	494	487	0	1	3043	0.16003943476832075	Viruses	Satellites|ssRNA viruses|ssDNA viruses|Genomoviridae	2	20	1e-05	False	Viruses
3	354	350	349	0	1	2746	0.1270939548434086	Viruses	ssRNA viruses|ssDNA viruses	2	20	1e-05	False	Viruses
4	351	347	346	0	1	2746	0.1260014566642389	Viruses	ssRNA viruses|ssDNA viruses	2	20	1e-05	False	Viruses
18	235	235	29	0	1	162	0.17901234567901234	Viruses	Marnaviridae|Labyrnavirus (unassigned Picornavirales)|Picornaviridae|Dicistroviridae|Bacillarnavirus (unassigned Picornavirales)	2	20	1e-05	False	Viruses
19	234	170	128	0	5	2109	0.06069227121858701	Viruses	ssRNA viruses|dsRNA viruses	2	20	1e-05	False	Viruses
21	231	231	61	0	24	80	0.7625	Viruses	Secoviridae|Dicistroviridae	2	20	1e-05	False	Viruses
22	229	164	59	0	29	72	0.8194444444444444	Viruses	Sobemovirus|Luteoviridae|Polemovirus|Barnaviridae	2	20	1e-05	False	Viruses
73	155	154	149	0	4	150	0.9933333333333333	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage	Alphaflexiviridae|Gammaflexiviridae|Betaflexiviridae	2	20	1e-05	False	ssRNA viruses
78	150	149	137	0	122	137	1.0	Viruses	Potyvirus|Bymovirus|Poacevirus|Tritimovirus|Macluravirus|Rymovirus|Ipomovirus|Brambyvirus	2	20	1e-05	False	Viruses
81	145	137	102	0	85	103	0.9902912621359223	Viruses	Passerivirus|Hunnivirus|Teschovirus|Aquamavirus|Torchivirus|Megrivirus|Mischivirus|Sapelovirus|Kobuvirus|Aphthovirus|Cosavirus|Kunsagivirus|Rosavirus|Pasivirus|Erbovirus|Mosavirus|Sicinivirus|Senecavirus|Cardiovirus|Oscivirus|Dicipivirus|Avisivirus|Parechovirus|Potamipivirus|Tremovirus|Enterovirus|Sakobuvirus|Gallivirus|Rabovirus|Limnipivirus|Avihepatovirus|Hepatovirus	2	20	1e-05	False	Viruses
143	110	89	40	0	68	41	0.975609756097561	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage	Rio Bravo virus group|Yellow fever virus group|Seaborne tick-borne virus group|tick-borne encephalitis virus group|Japanese encephalitis virus group|Dengue virus group|mosquito-borne viruses|Kokobera virus group|Ntaya virus group|Modoc virus group	2	20	1e-05	False	ssRNA viruses
249	86	48	30	0	1	30	1.0	Viruses	Avastrovirus|Mamastrovirus	2	20	1e-05	False	Viruses
272	83	82	35	0	2	164	0.21341463414634146	Viruses	Picornaviridae|Iflaviridae	2	20	1e-05	False	Viruses
287	81	79	76	0	1	1975	0.03848101265822785	Viruses	Siphoviridae|Podoviridae|Myoviridae	2	20	1e-05	False	Viruses
367	73	70	70	0	1	135	0.5185185185185185	Viruses;Retro-transcribing viruses	Caulimoviridae|Retroviridae	2	20	1e-05	False	Retro-transcribing viruses
388	71	50	38	0	14	38	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Coronaviridae;Coronavirinae	Gammacoronavirus|Alphacoronavirus|Betacoronavirus	2	20	1e-05	False	ssRNA viruses
768	47	47	30	0	1	30	1.0	Viruses	Avastrovirus|Mamastrovirus	2	20	1e-05	False	Viruses
892	43	24	14	0	34	14	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Alphavirus	SFV complex|WEEV complex|VEEV complex|EEEV complex	2	20	1e-05	False	ssRNA viruses
1000	40	40	34	0	5	34	1.0	Viruses	Maculavirus|Marafivirus|Tymovirus	2	20	1e-05	False	Viruses
1104	38	16	16	0	7	17	0.9411764705882353	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Arteriviridae	Arteriviridae	2	20	1e-05	False	ssRNA viruses
1130	37	34	32	0	1	1626	0.01968019680196802	Viruses	Siphoviridae|Myoviridae	2	20	1e-05	False	Viruses
1196	35	35	30	0	14	30	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae	Sapovirus|St-Valerien swine virus|Vesivirus|Norovirus|Lagovirus|Nebovirus	2	20	1e-05	False	ssRNA viruses
1197	35	16	16	0	6	26	0.6153846153846154	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae	Betaretrovirus|Deltaretrovirus|Alpharetrovirus	2	20	1e-05	False	Retro-transcribing viruses
1198	35	35	30	0	2	65	0.46153846153846156	Viruses	Phenuiviridae|Peribunyaviridae	2	20	1e-05	False	Viruses
1243	34	24	14	0	20	14	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Alphavirus	SFV complex|WEEV complex|VEEV complex|EEEV complex	2	20	1e-05	False	ssRNA viruses
1285	33	24	23	0	12	61	0.3770491803278688	Viruses;Retro-transcribing viruses;Retroviridae	Orthoretrovirinae|Spumaretrovirinae	2	20	1e-05	False	Retro-transcribing viruses
1294	33	33	32	0	1	32	1.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Arenaviridae	Arenavirus (unclassified Arenaviridae)|Mammarenavirus	2	20	1e-05	False	ssRNA viruses
1400	31	26	22	0	16	36	0.6111111111111112	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae	Ampelovirus|Velarivirus|Closterovirus|Crinivirus	2	20	1e-05	False	ssRNA viruses
1680	26	26	25	0	22	25	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage	Pegivirus|Hepacivirus	2	20	1e-05	False	ssRNA viruses
1681	26	26	7	0	1	39	0.1794871794871795	Viruses	Sfi21dt1virus|Lambdavirus|Wbetavirus	2	20	1e-05	False	Viruses
1874	24	24	24	0	1	24	1.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Hantaviridae;Orthohantavirus	Orthohantavirus	2	20	1e-05	False	ssRNA viruses
2822	18	18	18	0	10	18	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus	Nepovirus	2	20	1e-05	False	ssRNA viruses
3282	16	8	8	0	8	8	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	2	20	1e-05	False	Retro-transcribing viruses
3874	14	10	9	0	2	9	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Lentivirus	Feline lentivirus group|Equine lentivirus group|Ovine/caprine lentivirus group|Primate lentivirus group|Bovine lentivirus group	2	20	1e-05	False	Retro-transcribing viruses
3935	14	14	14	0	1	50	0.28	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales	Nairoviridae|Peribunyaviridae	2	20	1e-05	False	ssRNA viruses
4139	13	13	9	0	2	76	0.11842105263157894	Viruses	Hepeviridae|Togaviridae|Astroviridae	2	20	1e-05	False	Viruses
4163	13	13	13	0	8	18	0.7222222222222222	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus	Nepovirus	2	20	1e-05	False	ssRNA viruses
4548	12	12	12	0	5	12	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Flaviviridae;Pestivirus	Pestivirus	2	20	1e-05	False	ssRNA viruses
4583	12	9	8	0	1	8	1.0	Viruses;Retro-transcribing viruses;Hepadnaviridae	Orthohepadnavirus	2	20	1e-05	False	Retro-transcribing viruses
5035	11	11	10	0	3	10	1.0	Viruses	Vesivirus	2	20	1e-05	False	Viruses
5037	11	9	9	0	8	9	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Comovirus	Comovirus	2	20	1e-05	False	ssRNA viruses
5771	10	10	10	0	1	1975	0.005063291139240506	Viruses;dsDNA viruses, no RNA stage;Caudovirales	Siphoviridae|Podoviridae|Myoviridae	2	20	1e-05	False	dsDNA viruses, no RNA stage
6284	9	8	8	0	1	9	0.8888888888888888	Viruses;dsDNA viruses, no RNA stage;Adenoviridae;Atadenovirus	Atadenovirus	2	20	1e-05	False	dsDNA viruses, no RNA stage
6453	9	9	3	0	3	3	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus	Murine leukemia virus	2	20	1e-05	False	Retro-transcribing viruses
6856	8	8	7	0	2	27	0.25925925925925924	Viruses;Retro-transcribing viruses;Retroviridae	Betaretrovirus|Gammaretrovirus	2	20	1e-05	False	Retro-transcribing viruses
6953	8	8	5	0	2	5	1.0	Viruses	Alphanodavirus	2	20	1e-05	False	Viruses
6955	8	8	7	0	1	7	1.0	Viruses;ssDNA viruses;Parvoviridae;Densovirinae	Iteradensovirus	2	20	1e-05	False	ssDNA viruses
6956	8	8	7	0	2	7	1.0	Viruses;dsRNA viruses;Birnaviridae	Entomobirnavirus|Avibirnavirus|Blosnavirus|Aquabirnavirus	2	20	1e-05	False	dsRNA viruses
7015	8	8	8	0	7	8	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Torradovirus	Torradovirus	2	20	1e-05	False	ssRNA viruses
7233	8	7	7	0	1	8	0.875	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	2	20	1e-05	False	Retro-transcribing viruses
7234	8	8	8	0	6	8	1.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Orthomyxoviridae	Influenzavirus B|Influenzavirus A	2	20	1e-05	False	ssRNA viruses
7715	7	6	6	0	4	8	0.75	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Alpharetrovirus	Alpharetrovirus	2	20	1e-05	False	Retro-transcribing viruses
7998	7	7	7	0	3	8	0.875	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	2	20	1e-05	False	Retro-transcribing viruses
9254	6	5	5	0	2	18	0.2777777777777778	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus	Nepovirus	2	20	1e-05	False	ssRNA viruses
9402	6	6	5	0	2	10	0.5	Viruses;Retro-transcribing viruses;Retroviridae	Betaretrovirus	2	20	1e-05	False	Retro-transcribing viruses
9728	6	6	3	0	1	1335	0.0022471910112359553	Viruses	ssRNA positive-strand viruses, no DNA stage	2	20	1e-05	False	Viruses
11128	5	5	4	0	1	8	0.5	Viruses;Retro-transcribing viruses;Retroviridae	Alpharetrovirus	2	20	1e-05	False	Retro-transcribing viruses
11331	5	5	5	0	4	5	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Potyviridae;Bymovirus	Bymovirus	2	20	1e-05	False	ssRNA viruses
11344	5	5	1	0	3	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Sadwavirus	2	20	1e-05	False	ssRNA viruses
11960	5	5	5	0	1	5	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage	Alphatetraviridae|Permutotetraviridae|Carmotetraviridae	2	20	1e-05	False	ssRNA viruses
12081	5	5	5	0	1	8	0.625	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	2	20	1e-05	False	Retro-transcribing viruses
13698	4	4	4	0	2	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Cheravirus	Cheravirus	2	20	1e-05	False	ssRNA viruses
13969	4	4	4	0	3	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Fabavirus	Fabavirus	2	20	1e-05	False	ssRNA viruses
14142	4	4	4	0	1	4	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Lentivirus;Primate lentivirus group	Primate lentivirus group	2	20	1e-05	False	Retro-transcribing viruses
18039	3	3	2	0	1	3	0.6666666666666666	Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae	Phic31virus	2	20	1e-05	False	dsDNA viruses, no RNA stage
18334	3	3	3	0	1	3	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Benyviridae;Benyvirus	Benyvirus	2	20	1e-05	False	ssRNA viruses
42712	1	1	1	0	1	1	1.0	Viruses;dsDNA viruses, no RNA stage;Phycodnaviridae;Coccolithovirus	Coccolithovirus	2	20	1e-05	False	dsDNA viruses, no RNA stage
56651	1	1	1	0	1	1	1.0	Viruses;dsRNA viruses;Reoviridae;Spinareovirinae;Oryzavirus	Oryzavirus	2	20	1e-05	False	dsRNA viruses
56757	1	1	1	0	1	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Rubivirus	Rubivirus	2	20	1e-05	False	ssRNA viruses
59001	1	1	1	0	1	53	0.018867924528301886	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Secoviridae	2	20	1e-05	False	ssRNA viruses
70243	1	1	1	0	1	1	1.0	Viruses;dsDNA viruses, no RNA stage;Plasmaviridae;Plasmavirus	Plasmavirus	2	20	1e-05	False	dsDNA viruses, no RNA stage
11	150	149	137	0	122	137	1.0	Viruses	Potyvirus|Bymovirus|Poacevirus|Tritimovirus|Macluravirus|Rymovirus|Ipomovirus|Brambyvirus	2	20	1e-100	False	Viruses
28	102	81	40	0	67	41	0.975609756097561	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Flaviviridae	Rio Bravo virus group|Yellow fever virus group|Seaborne tick-borne virus group|tick-borne encephalitis virus group|Japanese encephalitis virus group|Dengue virus group|mosquito-borne viruses|Kokobera virus group|Ntaya virus group|Modoc virus group	2	20	1e-100	False	ssRNA viruses
48	93	93	87	0	4	87	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Tymovirales;Betaflexiviridae	Quinvirinae|Trivirinae	2	20	1e-100	False	ssRNA viruses
95	71	50	38	0	14	38	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Coronaviridae;Coronavirinae	Gammacoronavirus|Alphacoronavirus|Betacoronavirus	2	20	1e-100	False	ssRNA viruses
113	65	59	48	0	48	49	0.9795918367346939	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales	Hunnivirus|Aphthovirus|Teschovirus|Cosavirus|Enterovirus|Torchivirus|Rabovirus|Mischivirus|Erbovirus|Mosavirus|Sapelovirus|Senecavirus|Cardiovirus	2	20	1e-100	False	ssRNA viruses
114	65	39	28	0	1	30	0.9333333333333333	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Astroviridae	Avastrovirus|Mamastrovirus	2	20	1e-100	False	ssRNA viruses
262	43	24	14	0	34	14	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Alphavirus	SFV complex|WEEV complex|VEEV complex|EEEV complex	2	20	1e-100	False	ssRNA viruses
294	40	39	31	0	20	31	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales	Passerivirus|Oscivirus|Rosavirus|Sakobuvirus|Gallivirus|Megrivirus|Dicipivirus|Kobuvirus|Sicinivirus	2	20	1e-100	False	ssRNA viruses
296	40	40	34	0	5	34	1.0	Viruses	Maculavirus|Marafivirus|Tymovirus	2	20	1e-100	False	Viruses
335	38	16	16	0	7	17	0.9411764705882353	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Arteriviridae	Arteriviridae	2	20	1e-100	False	ssRNA viruses
346	36	34	34	0	1	1429	0.023792862141357594	Viruses;dsDNA viruses, no RNA stage;Caudovirales	Podoviridae|Siphoviridae	2	20	1e-100	False	dsDNA viruses, no RNA stage
369	34	24	14	0	20	14	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Alphavirus	SFV complex|WEEV complex|VEEV complex|EEEV complex	2	20	1e-100	False	ssRNA viruses
380	33	33	32	0	1	32	1.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Arenaviridae	Arenavirus (unclassified Arenaviridae)|Mammarenavirus	2	20	1e-100	False	ssRNA viruses
404	32	18	18	0	25	19	0.9473684210526315	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Sobemovirus	Sobemovirus	2	20	1e-100	False	ssRNA viruses
426	31	31	31	0	19	31	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae	Nepovirus|Fabavirus|Comovirus	2	20	1e-100	False	ssRNA viruses
553	26	26	23	0	8	23	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae	Sapovirus|Lagovirus|Vesivirus|Nebovirus	2	20	1e-100	False	ssRNA viruses
554	26	26	25	0	22	25	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage	Pegivirus|Hepacivirus	2	20	1e-100	False	ssRNA viruses
597	24	16	15	0	12	18	0.8333333333333334	Viruses;Retro-transcribing viruses;Retroviridae	Epsilonretrovirus|Gammaretrovirus	2	20	1e-100	False	Retro-transcribing viruses
615	24	24	24	0	1	24	1.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Hantaviridae;Orthohantavirus	Orthohantavirus	2	20	1e-100	False	ssRNA viruses
674	22	22	15	0	12	15	1.0	Viruses	Parechovirus|Potamipivirus|Aquamavirus|Kunsagivirus|Limnipivirus|Avihepatovirus|Pasivirus|Avisivirus	2	20	1e-100	False	Viruses
675	22	15	15	0	13	15	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae	Velarivirus|Crinivirus	2	20	1e-100	False	ssRNA viruses
1089	17	8	8	0	8	8	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	2	20	1e-100	False	Retro-transcribing viruses
1221	16	16	8	0	1	1335	0.00599250936329588	Viruses	ssRNA positive-strand viruses, no DNA stage	2	20	1e-100	False	Viruses
1446	14	12	12	0	5	18	0.6666666666666666	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae	Betaretrovirus|Alpharetrovirus	2	20	1e-100	False	Retro-transcribing viruses
1452	14	10	9	0	2	9	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Lentivirus	Feline lentivirus group|Equine lentivirus group|Ovine/caprine lentivirus group|Primate lentivirus group|Bovine lentivirus group	2	20	1e-100	False	Retro-transcribing viruses
1613	13	13	13	0	1	1975	0.006582278481012658	Viruses;dsDNA viruses, no RNA stage;Caudovirales	Siphoviridae|Podoviridae|Myoviridae	2	20	1e-100	False	dsDNA viruses, no RNA stage
1763	12	12	12	0	5	12	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Flaviviridae;Pestivirus	Pestivirus	2	20	1e-100	False	ssRNA viruses
1821	12	12	12	0	1	50	0.24	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales	Nairoviridae|Peribunyaviridae	2	20	1e-100	False	ssRNA viruses
1956	11	9	9	0	1	37	0.24324324324324326	Viruses;ssDNA viruses;Geminiviridae;Mastrevirus	Mastrevirus	2	20	1e-100	False	ssDNA viruses
1980	11	9	9	0	8	9	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Comovirus	Comovirus	2	20	1e-100	False	ssRNA viruses
1982	11	11	10	0	6	10	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae	Closterovirus	2	20	1e-100	False	ssRNA viruses
2225	10	10	10	0	3	10	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Vesivirus	Vesivirus	2	20	1e-100	False	ssRNA viruses
2481	9	8	8	0	5	8	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Picornaviridae	Tremovirus|Hepatovirus	2	20	1e-100	False	ssRNA viruses
2498	9	9	8	0	1	25	0.32	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Astroviridae	Mamastrovirus	2	20	1e-100	False	ssRNA viruses
2522	9	8	8	0	2	10	0.8	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus	Betaretrovirus	2	20	1e-100	False	Retro-transcribing viruses
2541	9	9	3	0	3	3	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus	Murine leukemia virus	2	20	1e-100	False	Retro-transcribing viruses
2758	8	8	8	0	4	8	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Torradovirus	Torradovirus	2	20	1e-100	False	ssRNA viruses
2759	8	8	8	0	7	8	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Torradovirus	Torradovirus	2	20	1e-100	False	ssRNA viruses
2834	8	7	7	0	1	8	0.875	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	2	20	1e-100	False	Retro-transcribing viruses
2841	8	6	6	0	1	1080	0.005555555555555556	Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae	Siphoviridae	2	20	1e-100	False	dsDNA viruses, no RNA stage
3158	7	7	4	0	1	5	0.8	Viruses	Aparavirus	2	20	1e-100	False	Viruses
3236	7	7	7	0	2	27	0.25925925925925924	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae	Betaretrovirus|Gammaretrovirus	2	20	1e-100	False	Retro-transcribing viruses
3381	7	7	7	0	1	7	1.0	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Iteradensovirus	Iteradensovirus	2	20	1e-100	False	ssDNA viruses
3462	7	7	7	0	6	7	1.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Orthomyxoviridae;Influenzavirus A	Influenzavirus A	2	20	1e-100	False	ssRNA viruses
3846	6	6	5	0	3	8	0.625	Viruses;Retro-transcribing viruses;Retroviridae	Alpharetrovirus	2	20	1e-100	False	Retro-transcribing viruses
3877	6	6	4	0	1	5	0.8	Viruses	Alphanodavirus	2	20	1e-100	False	Viruses
3878	6	6	6	0	1	6	1.0	Viruses;dsRNA viruses;Birnaviridae	Avibirnavirus|Blosnavirus|Aquabirnavirus	2	20	1e-100	False	dsRNA viruses
3883	6	6	6	0	2	8	0.75	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	2	20	1e-100	False	Retro-transcribing viruses
4044	6	6	3	0	1	1335	0.0022471910112359553	Viruses	ssRNA positive-strand viruses, no DNA stage	2	20	1e-100	False	Viruses
4288	6	6	6	0	6	6	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus	Norovirus	2	20	1e-100	False	ssRNA viruses
4655	5	5	4	0	3	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Cheravirus	2	20	1e-100	False	ssRNA viruses
4708	5	5	5	0	4	18	0.2777777777777778	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus	Nepovirus	2	20	1e-100	False	ssRNA viruses
4712	5	5	1	0	4	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Sadwavirus	2	20	1e-100	False	ssRNA viruses
5870	4	3	3	0	1	18	0.16666666666666666	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus	Nepovirus	2	20	1e-100	False	ssRNA viruses
5977	4	4	4	0	1	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Hepeviridae	Orthohepevirus|Piscihepevirus	2	20	1e-100	False	ssRNA viruses
5986	4	4	4	0	2	18	0.2222222222222222	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus	Nepovirus	2	20	1e-100	False	ssRNA viruses
6022	4	4	4	0	3	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Fabavirus	Fabavirus	2	20	1e-100	False	ssRNA viruses
6540	4	4	4	0	1	4	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Lentivirus;Primate lentivirus group	Primate lentivirus group	2	20	1e-100	False	Retro-transcribing viruses
8162	3	3	3	0	2	4	0.75	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Cheravirus	Cheravirus	2	20	1e-100	False	ssRNA viruses
8183	3	3	3	0	1	8	0.375	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Alpharetrovirus	Alpharetrovirus	2	20	1e-100	False	Retro-transcribing viruses
8283	3	3	3	0	1	3	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Benyviridae;Benyvirus	Benyvirus	2	20	1e-100	False	ssRNA viruses
8286	3	3	3	0	3	3	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Waikavirus	Waikavirus	2	20	1e-100	False	ssRNA viruses
8288	3	3	3	0	1	65	0.046153846153846156	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales	Phenuiviridae|Peribunyaviridae	2	20	1e-100	False	ssRNA viruses
8867	3	3	3	0	1	10	0.3	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus	Betaretrovirus	2	20	1e-100	False	Retro-transcribing viruses
9214	3	3	2	0	2	21	0.09523809523809523	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Iflaviridae	Iflavirus	2	20	1e-100	False	ssRNA viruses
10850	3	3	3	0	1	24	0.125	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus	Phlebovirus	2	20	1e-100	False	ssRNA viruses
11648	3	3	2	0	1	3	0.6666666666666666	Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae	Phic31virus	2	20	1e-100	False	dsDNA viruses, no RNA stage
12230	2	2	2	0	1	5	0.4	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Potyviridae;Bymovirus	Bymovirus	2	20	1e-100	False	ssRNA viruses
12232	2	2	2	0	2	5	0.4	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Potyviridae;Bymovirus	Bymovirus	2	20	1e-100	False	ssRNA viruses
12248	2	2	2	0	1	53	0.03773584905660377	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Secoviridae	2	20	1e-100	False	ssRNA viruses
12250	2	1	1	0	1	40	0.025	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae	Closteroviridae	2	20	1e-100	False	ssRNA viruses
