cluster_id	nb_of_protein	number_of_genome	number_of_genome_in_valid_branches	unclassified_genome	nb_polyprotein	number_leaves_in_subtree	homogeneity	shared_taxonomy	valid_branches	inflation	coverage	evalue	unclassified_cluster	first_node
11961	4	4	3	0	2	8	0.375	Viruses;Retro-transcribing viruses;Retroviridae	Alpharetrovirus	2	50	1e-30	False	Retro-transcribing viruses
12196	4	4	4	0	3	5	0.8	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Potyviridae;Bymovirus	Bymovirus	2	50	1e-30	False	ssRNA viruses
12198	4	4	4	0	1	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Hepeviridae	Orthohepevirus|Piscihepevirus	2	50	1e-30	False	ssRNA viruses
12205	4	4	4	0	3	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Fabavirus	Fabavirus	2	50	1e-30	False	ssRNA viruses
12216	4	4	4	0	2	53	0.07547169811320754	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Secoviridae	2	50	1e-30	False	ssRNA viruses
13257	4	4	4	0	1	4	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Lentivirus;Primate lentivirus group	Primate lentivirus group	2	50	1e-30	False	Retro-transcribing viruses
13258	4	4	4	0	1	4	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Lentivirus;Primate lentivirus group	Primate lentivirus group	2	50	1e-30	False	Retro-transcribing viruses
16345	3	3	3	0	1	8	0.375	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Alpharetrovirus	Alpharetrovirus	2	50	1e-30	False	Retro-transcribing viruses
16596	3	3	3	0	1	3	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Benyviridae;Benyvirus	Benyvirus	2	50	1e-30	False	ssRNA viruses
16602	3	3	3	0	3	3	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Waikavirus	Waikavirus	2	50	1e-30	False	ssRNA viruses
18235	3	3	3	0	1	8	0.375	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	2	50	1e-30	False	Retro-transcribing viruses
18246	3	3	2	0	2	21	0.09523809523809523	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Iflaviridae	Iflavirus	2	50	1e-30	False	ssRNA viruses
19666	3	3	3	0	1	17	0.17647058823529413	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Arteriviridae	Arteriviridae	2	50	1e-30	False	ssRNA viruses
22091	3	3	2	0	1	3	0.6666666666666666	Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae	Phic31virus	2	50	1e-30	False	dsDNA viruses, no RNA stage
23198	2	1	1	0	1	40	0.025	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae	Closteroviridae	2	50	1e-30	False	ssRNA viruses
23601	2	2	2	0	1	135	0.014814814814814815	Viruses;Retro-transcribing viruses	Caulimoviridae|Retroviridae	2	50	1e-30	False	Retro-transcribing viruses
23668	2	2	2	0	1	1080	0.001851851851851852	Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae	Siphoviridae	2	50	1e-30	False	dsDNA viruses, no RNA stage
25177	2	2	2	0	1	4	0.5	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage	Alphatetraviridae|Permutotetraviridae	2	50	1e-30	False	ssRNA viruses
25699	2	2	2	0	2	19	0.10526315789473684	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Sobemovirus	Sobemovirus	2	50	1e-30	False	ssRNA viruses
25832	2	2	2	0	2	17	0.11764705882352941	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Arteriviridae	Arteriviridae	2	50	1e-30	False	ssRNA viruses
35692	1	1	1	0	1	17	0.058823529411764705	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus	Gammaretrovirus	2	50	1e-30	False	Retro-transcribing viruses
48761	1	1	1	0	1	1	1.0	Viruses;dsDNA viruses, no RNA stage;Phycodnaviridae;Coccolithovirus	Coccolithovirus	2	50	1e-30	False	dsDNA viruses, no RNA stage
51823	1	1	1	0	1	8	0.125	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Alpharetrovirus	Alpharetrovirus	2	50	1e-30	False	Retro-transcribing viruses
61183	1	1	1	0	1	5	0.2	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Potyviridae;Bymovirus	Bymovirus	2	50	1e-30	False	ssRNA viruses
64296	1	1	1	0	1	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Sequivirus	Sequivirus	2	50	1e-30	False	ssRNA viruses
71335	1	1	1	0	1	1	1.0	Viruses;dsRNA viruses;Reoviridae;Spinareovirinae;Oryzavirus	Oryzavirus	2	50	1e-30	False	dsRNA viruses
71488	1	1	1	0	1	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Rubivirus	Rubivirus	2	50	1e-30	False	ssRNA viruses
71489	1	1	1	0	1	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Rubivirus	Rubivirus	2	50	1e-30	False	ssRNA viruses
72485	1	1	1	0	1	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Sadwavirus	Sadwavirus	2	50	1e-30	False	ssRNA viruses
74816	1	1	1	0	1	53	0.018867924528301886	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Secoviridae	2	50	1e-30	False	ssRNA viruses
78785	1	1	1	0	1	18	0.05555555555555555	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus	Nepovirus	2	50	1e-30	False	ssRNA viruses
94871	1	1	1	0	1	1	1.0	Viruses;dsDNA viruses, no RNA stage;Plasmaviridae;Plasmavirus	Plasmavirus	2	50	1e-30	False	dsDNA viruses, no RNA stage
3	345	341	340	0	1	2746	0.12381646030589949	Viruses	ssRNA viruses|ssDNA viruses	2	60	1e-30	False	Viruses
4	343	339	338	0	1	2746	0.12308812818645302	Viruses	ssRNA viruses|ssDNA viruses	2	60	1e-30	False	Viruses
33	150	149	137	0	122	137	1.0	Viruses	Potyvirus|Bymovirus|Poacevirus|Tritimovirus|Macluravirus|Rymovirus|Ipomovirus|Brambyvirus	2	60	1e-30	False	Viruses
98	100	98	78	0	62	79	0.9873417721518988	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales	Passerivirus|Hunnivirus|Teschovirus|Torchivirus|Megrivirus|Mischivirus|Sapelovirus|Kobuvirus|Aphthovirus|Cosavirus|Rosavirus|Erbovirus|Mosavirus|Senecavirus|Cardiovirus|Oscivirus|Enterovirus|Sakobuvirus|Gallivirus|Rabovirus|Sicinivirus	2	60	1e-30	False	ssRNA viruses
116	93	93	87	0	4	87	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Tymovirales;Betaflexiviridae	Quinvirinae|Trivirinae	2	60	1e-30	False	ssRNA viruses
151	85	82	40	0	50	41	0.975609756097561	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Flaviviridae	Rio Bravo virus group|Yellow fever virus group|Seaborne tick-borne virus group|tick-borne encephalitis virus group|Japanese encephalitis virus group|Dengue virus group|mosquito-borne viruses|Kokobera virus group|Ntaya virus group|Modoc virus group	2	60	1e-30	False	ssRNA viruses
231	71	71	68	0	1	1975	0.034430379746835445	Viruses	Siphoviridae|Podoviridae|Myoviridae	2	60	1e-30	False	Viruses
363	57	48	37	0	9	38	0.9736842105263158	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Coronaviridae;Coronavirinae	Gammacoronavirus|Alphacoronavirus|Betacoronavirus	2	60	1e-30	False	ssRNA viruses
400	53	36	24	0	1	25	0.96	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Astroviridae	Mamastrovirus	2	60	1e-30	False	ssRNA viruses
476	47	45	41	0	1	41	1.0	Viruses;ssDNA viruses;Geminiviridae	Capulavirus|Mastrevirus|Grablovirus	2	60	1e-30	False	ssDNA viruses
576	43	24	14	0	34	14	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Alphavirus	SFV complex|WEEV complex|VEEV complex|EEEV complex	2	60	1e-30	False	ssRNA viruses
606	42	42	38	0	5	38	1.0	Viruses	Gammaflexiviridae|Tymoviridae	2	60	1e-30	False	Viruses
734	38	38	35	0	1	52	0.6730769230769231	Viruses	Luteoviridae|Polemovirus	2	60	1e-30	False	Viruses
836	34	24	14	0	20	14	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Alphavirus	SFV complex|WEEV complex|VEEV complex|EEEV complex	2	60	1e-30	False	ssRNA viruses
874	33	33	32	0	1	32	1.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Arenaviridae	Arenavirus (unclassified Arenaviridae)|Mammarenavirus	2	60	1e-30	False	ssRNA viruses
940	31	31	31	0	19	31	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae	Nepovirus|Fabavirus|Comovirus	2	60	1e-30	False	ssRNA viruses
1071	28	26	25	0	1	1626	0.015375153751537515	Viruses	Siphoviridae|Myoviridae	2	60	1e-30	False	Viruses
1205	26	26	23	0	8	23	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae	Sapovirus|Lagovirus|Vesivirus|Nebovirus	2	60	1e-30	False	ssRNA viruses
1288	24	24	24	0	2	65	0.36923076923076925	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales	Phenuiviridae|Peribunyaviridae	2	60	1e-30	False	ssRNA viruses
1328	24	24	24	0	1	24	1.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Hantaviridae;Orthohantavirus	Orthohantavirus	2	60	1e-30	False	ssRNA viruses
1364	23	23	9	0	1	1335	0.006741573033707865	Viruses	ssRNA positive-strand viruses, no DNA stage	2	60	1e-30	False	Viruses
1425	22	22	15	0	12	15	1.0	Viruses	Parechovirus|Potamipivirus|Aquamavirus|Kunsagivirus|Limnipivirus|Avihepatovirus|Pasivirus|Avisivirus	2	60	1e-30	False	Viruses
1869	19	19	19	0	14	20	0.95	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage	Sobemovirus|Barnaviridae	2	60	1e-30	False	ssRNA viruses
2290	17	17	16	0	15	16	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage	Hepacivirus	2	60	1e-30	False	ssRNA viruses
2481	16	13	13	0	13	15	0.8666666666666667	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae	Velarivirus|Crinivirus	2	60	1e-30	False	ssRNA viruses
2482	16	16	16	0	12	19	0.8421052631578947	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Sobemovirus	Sobemovirus	2	60	1e-30	False	ssRNA viruses
2483	16	16	16	0	3	26	0.6153846153846154	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae	Betaretrovirus|Alpharetrovirus|Deltaretrovirus	2	60	1e-30	False	Retro-transcribing viruses
2627	16	16	16	0	2	17	0.9411764705882353	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Arteriviridae	Arteriviridae	2	60	1e-30	False	ssRNA viruses
3114	14	13	13	0	2	17	0.7647058823529411	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Arteriviridae	Arteriviridae	2	60	1e-30	False	ssRNA viruses
3151	14	14	14	0	1	50	0.28	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales	Nairoviridae|Peribunyaviridae	2	60	1e-30	False	ssRNA viruses
3618	12	12	12	0	5	12	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Flaviviridae;Pestivirus	Pestivirus	2	60	1e-30	False	ssRNA viruses
3633	12	9	8	0	1	8	1.0	Viruses;Retro-transcribing viruses;Hepadnaviridae	Orthohepadnavirus	2	60	1e-30	False	Retro-transcribing viruses
3667	12	10	10	0	4	10	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus	Betaretrovirus	2	60	1e-30	False	Retro-transcribing viruses
4039	11	9	9	0	8	9	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Comovirus	Comovirus	2	60	1e-30	False	ssRNA viruses
4040	11	11	11	0	6	18	0.6111111111111112	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus	Nepovirus	2	60	1e-30	False	ssRNA viruses
4448	10	10	9	0	5	16	0.5625	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Coronaviridae;Coronavirinae	Gammacoronavirus|Betacoronavirus	2	60	1e-30	False	ssRNA viruses
4469	10	9	3	0	6	3	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus	Murine leukemia virus	2	60	1e-30	False	Retro-transcribing viruses
4504	10	10	9	0	1	9	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Lentivirus	Feline lentivirus group|Equine lentivirus group|Ovine/caprine lentivirus group|Primate lentivirus group|Bovine lentivirus group	2	60	1e-30	False	Retro-transcribing viruses
4520	10	9	4	0	10	6	0.6666666666666666	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Flaviviridae	Japanese encephalitis virus group	2	60	1e-30	False	ssRNA viruses
4533	10	10	10	0	3	10	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Vesivirus	Vesivirus	2	60	1e-30	False	ssRNA viruses
4680	10	10	10	0	1	1975	0.005063291139240506	Viruses;dsDNA viruses, no RNA stage;Caudovirales	Siphoviridae|Podoviridae|Myoviridae	2	60	1e-30	False	dsDNA viruses, no RNA stage
5018	9	8	8	0	5	8	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Picornaviridae	Tremovirus|Hepatovirus	2	60	1e-30	False	ssRNA viruses
5058	9	9	9	0	4	18	0.5	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae	Epsilonretrovirus|Gammaretrovirus	2	60	1e-30	False	Retro-transcribing viruses
5096	9	7	7	0	5	8	0.875	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	2	60	1e-30	False	Retro-transcribing viruses
5240	9	9	3	0	3	3	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus	Murine leukemia virus	2	60	1e-30	False	Retro-transcribing viruses
5400	9	9	9	0	7	9	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Flaviviridae;Pegivirus	Pegivirus	2	60	1e-30	False	ssRNA viruses
5570	8	8	4	0	1	5	0.8	Viruses	Aparavirus	2	60	1e-30	False	Viruses
5572	8	8	7	0	8	72	0.09722222222222222	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Flaviviridae	Flavivirus	2	60	1e-30	False	ssRNA viruses
5598	8	8	8	0	4	8	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Torradovirus	Torradovirus	2	60	1e-30	False	ssRNA viruses
5599	8	8	6	0	1	25	0.24	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Astroviridae	Mamastrovirus	2	60	1e-30	False	ssRNA viruses
5673	8	8	7	0	2	7	1.0	Viruses;dsRNA viruses;Birnaviridae	Entomobirnavirus|Avibirnavirus|Blosnavirus|Aquabirnavirus	2	60	1e-30	False	dsRNA viruses
5717	8	8	8	0	7	8	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Torradovirus	Torradovirus	2	60	1e-30	False	ssRNA viruses
5890	8	7	7	0	1	8	0.875	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	2	60	1e-30	False	Retro-transcribing viruses
5891	8	8	8	0	6	8	1.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Orthomyxoviridae	Influenzavirus B|Influenzavirus A	2	60	1e-30	False	ssRNA viruses
6628	7	7	7	0	2	27	0.25925925925925924	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae	Betaretrovirus|Gammaretrovirus	2	60	1e-30	False	Retro-transcribing viruses
6682	7	7	7	0	6	7	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae	St-Valerien swine virus|Norovirus	2	60	1e-30	False	ssRNA viruses
6685	7	7	6	0	3	10	0.6	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae	Closterovirus	2	60	1e-30	False	ssRNA viruses
6688	7	7	5	0	2	5	1.0	Viruses	Alphanodavirus	2	60	1e-30	False	Viruses
6907	7	7	7	0	1	7	1.0	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Iteradensovirus	Iteradensovirus	2	60	1e-30	False	ssDNA viruses
7956	6	6	6	0	3	8	0.75	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	2	60	1e-30	False	Retro-transcribing viruses
8215	6	6	3	0	1	1335	0.0022471910112359553	Viruses	ssRNA positive-strand viruses, no DNA stage	2	60	1e-30	False	Viruses
9631	5	5	1	0	4	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Sadwavirus	2	60	1e-30	False	ssRNA viruses
9633	5	5	5	0	1	9	0.5555555555555556	Viruses;dsDNA viruses, no RNA stage;Adenoviridae;Atadenovirus	Atadenovirus	2	60	1e-30	False	dsDNA viruses, no RNA stage
9711	5	5	5	0	5	5	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Picornaviridae	Cardiovirus|Dicipivirus	2	60	1e-30	False	ssRNA viruses
11906	4	4	4	0	2	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Cheravirus	Cheravirus	2	60	1e-30	False	ssRNA viruses
11907	4	4	4	0	2	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Cheravirus	Cheravirus	2	60	1e-30	False	ssRNA viruses
12165	4	4	4	0	3	5	0.8	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Potyviridae;Bymovirus	Bymovirus	2	60	1e-30	False	ssRNA viruses
12167	4	4	4	0	1	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Hepeviridae	Orthohepevirus|Piscihepevirus	2	60	1e-30	False	ssRNA viruses
12174	4	4	4	0	3	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Fabavirus	Fabavirus	2	60	1e-30	False	ssRNA viruses
12183	4	4	4	0	2	53	0.07547169811320754	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Secoviridae	2	60	1e-30	False	ssRNA viruses
12979	4	4	3	0	1	10	0.3	Viruses;Retro-transcribing viruses;Retroviridae	Betaretrovirus	2	60	1e-30	False	Retro-transcribing viruses
13214	4	4	4	0	1	4	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Lentivirus;Primate lentivirus group	Primate lentivirus group	2	60	1e-30	False	Retro-transcribing viruses
13215	4	4	4	0	1	4	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Lentivirus;Primate lentivirus group	Primate lentivirus group	2	60	1e-30	False	Retro-transcribing viruses
16297	3	3	3	0	1	18	0.16666666666666666	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus	Nepovirus	2	60	1e-30	False	ssRNA viruses
16330	3	3	3	0	1	8	0.375	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Alpharetrovirus	Alpharetrovirus	2	60	1e-30	False	Retro-transcribing viruses
16583	3	3	3	0	1	3	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Benyviridae;Benyvirus	Benyvirus	2	60	1e-30	False	ssRNA viruses
16591	3	3	3	0	3	3	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Waikavirus	Waikavirus	2	60	1e-30	False	ssRNA viruses
18244	3	3	3	0	1	8	0.375	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	2	60	1e-30	False	Retro-transcribing viruses
18254	3	3	2	0	2	21	0.09523809523809523	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Iflaviridae	Iflavirus	2	60	1e-30	False	ssRNA viruses
18294	3	3	3	0	3	18	0.16666666666666666	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae	Betaretrovirus|Alpharetrovirus	2	60	1e-30	False	Retro-transcribing viruses
19637	3	3	3	0	1	17	0.17647058823529413	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Arteriviridae	Arteriviridae	2	60	1e-30	False	ssRNA viruses
20069	3	3	3	0	2	10	0.3	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Closterovirus	Closterovirus	2	60	1e-30	False	ssRNA viruses
22086	3	3	2	0	1	3	0.6666666666666666	Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae	Phic31virus	2	60	1e-30	False	dsDNA viruses, no RNA stage
22858	2	2	2	0	1	8	0.25	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Alpharetrovirus	Alpharetrovirus	2	60	1e-30	False	Retro-transcribing viruses
23206	2	2	2	0	2	18	0.1111111111111111	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus	Nepovirus	2	60	1e-30	False	ssRNA viruses
23211	2	1	1	0	1	40	0.025	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae	Closteroviridae	2	60	1e-30	False	ssRNA viruses
23239	2	2	2	0	1	10	0.2	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus	Betaretrovirus	2	60	1e-30	False	Retro-transcribing viruses
23618	2	2	2	0	1	135	0.014814814814814815	Viruses;Retro-transcribing viruses	Caulimoviridae|Retroviridae	2	60	1e-30	False	Retro-transcribing viruses
23688	2	2	2	0	1	1080	0.001851851851851852	Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae	Siphoviridae	2	60	1e-30	False	dsDNA viruses, no RNA stage
25212	2	2	2	0	1	4	0.5	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage	Alphatetraviridae|Permutotetraviridae	2	60	1e-30	False	ssRNA viruses
25735	2	2	2	0	2	19	0.10526315789473684	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Sobemovirus	Sobemovirus	2	60	1e-30	False	ssRNA viruses
35846	1	1	1	0	1	17	0.058823529411764705	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus	Gammaretrovirus	2	60	1e-30	False	Retro-transcribing viruses
39905	1	1	1	0	1	8	0.125	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Alpharetrovirus	Alpharetrovirus	2	60	1e-30	False	Retro-transcribing viruses
42546	1	1	1	0	1	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Picornaviridae;Dicipivirus	Dicipivirus	2	60	1e-30	False	ssRNA viruses
44903	1	1	1	0	1	10	0.1	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Closterovirus	Closterovirus	2	60	1e-30	False	ssRNA viruses
49161	1	1	1	0	1	1	1.0	Viruses;dsDNA viruses, no RNA stage;Phycodnaviridae;Coccolithovirus	Coccolithovirus	2	60	1e-30	False	dsDNA viruses, no RNA stage
52293	1	1	1	0	1	8	0.125	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Alpharetrovirus	Alpharetrovirus	2	60	1e-30	False	Retro-transcribing viruses
55531	1	1	1	0	1	17	0.058823529411764705	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Arteriviridae	Arteriviridae	2	60	1e-30	False	ssRNA viruses
59660	1	1	1	0	1	17	0.058823529411764705	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus	Gammaretrovirus	2	60	1e-30	False	Retro-transcribing viruses
61889	1	1	1	0	1	5	0.2	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Potyviridae;Bymovirus	Bymovirus	2	60	1e-30	False	ssRNA viruses
65178	1	1	1	0	1	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Sequivirus	Sequivirus	2	60	1e-30	False	ssRNA viruses
66877	1	1	1	0	1	17	0.058823529411764705	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Arteriviridae	Arteriviridae	2	60	1e-30	False	ssRNA viruses
72322	1	1	1	0	1	1	1.0	Viruses;dsRNA viruses;Reoviridae;Spinareovirinae;Oryzavirus	Oryzavirus	2	60	1e-30	False	dsRNA viruses
72478	1	1	1	0	1	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Rubivirus	Rubivirus	2	60	1e-30	False	ssRNA viruses
72479	1	1	1	0	1	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Rubivirus	Rubivirus	2	60	1e-30	False	ssRNA viruses
73523	1	1	1	0	1	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Sadwavirus	Sadwavirus	2	60	1e-30	False	ssRNA viruses
75912	1	1	1	0	1	53	0.018867924528301886	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Secoviridae	2	60	1e-30	False	ssRNA viruses
75913	1	1	1	0	1	53	0.018867924528301886	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Secoviridae	2	60	1e-30	False	ssRNA viruses
79970	1	1	1	0	1	18	0.05555555555555555	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus	Nepovirus	2	60	1e-30	False	ssRNA viruses
